ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ Áõ±â¾Ð(hPa),Æò±Õ ÇöÁö±â¾Ð(hPa),ÃÖ°í ÇØ¸é±â¾Ð(hPa),ÃÖÀú ÇØ¸é±â¾Ð(hPa),Æò±Õ ÇØ¸é±â¾Ð(hPa),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÇÕ°è ÀÏ»ç·®(MJ/m2),Æò±Õ Àü¿î·®(1/10)
211,ÀÎÁ¦,2023-05-31,14.1,987.9,1014.3,1007.9,1011.2,9.3,,5.1
211,ÀÎÁ¦,2023-06-01,17.2,982.9,1010,1002.4,1005.9,2.5,,8
211,ÀÎÁ¦,2023-06-02,16.4,979,1005.6,999.2,1001.9,6.9,,5.3
211,ÀÎÁ¦,2023-06-03,12.2,984.2,1009.6,1004.8,1007.3,10,,2.1
211,ÀÎÁ¦,2023-06-04,13,986.8,1012,1007.1,1010,9.5,,4
211,ÀÎÁ¦,2023-06-05,14.1,987,1013.1,1006.9,1010.1,8.7,,3.6
211,ÀÎÁ¦,2023-06-06,14.9,983.7,1010.5,1003.6,1006.8,5.4,,4.8
211,ÀÎÁ¦,2023-06-07,17.1,985,1009.8,1005.9,1007.9,7.5,,5.8
211,ÀÎÁ¦,2023-06-08,17.7,981.1,1007.9,1001.8,1004,1.8,,7.9
211,ÀÎÁ¦,2023-06-09,15.3,981,1006.6,1001.4,1004,8.8,,3.9
211,ÀÎÁ¦,2023-06-10,16.8,983.1,1009.4,1002.5,1006.2,6.4,,8.6
211,ÀÎÁ¦,2023-06-11,18.5,983,1007.7,1003,1006,6.3,,6.5
211,ÀÎÁ¦,2023-06-12,18.5,982.9,1007.8,1003.9,1005.9,4.9,,7.6
211,ÀÎÁ¦,2023-06-13,17,981.5,1006.3,1001.6,1004.5,5.8,,5.9
211,ÀÎÁ¦,2023-06-14,16.8,983.8,1008.9,1004.5,1007,7.7,,6.5
211,ÀÎÁ¦,2023-06-15,17.2,985.7,1011,1006.7,1008.8,3.1,,5.8
211,ÀÎÁ¦,2023-06-16,19.4,989.3,1014.3,1010.1,1012.3,11.1,,2
211,ÀÎÁ¦,2023-06-17,18.6,989.2,1015.5,1009.2,1012.1,11.2,,2.9
211,ÀÎÁ¦,2023-06-18,20.3,985.3,1011.1,1004.6,1008,10,,3.8
211,ÀÎÁ¦,2023-06-19,20.1,985.1,1009.5,1005,1007.9,10.5,,3.9
211,ÀÎÁ¦,2023-06-20,19.3,983.4,1008.5,1003.6,1006.3,0,,9.1
211,ÀÎÁ¦,2023-06-21,19.5,979.4,1006.5,1000,1002.4,0,,8.8
211,ÀÎÁ¦,2023-06-22,18.6,980.8,1006.8,1001.5,1003.7,1.8,,6
211,ÀÎÁ¦,2023-06-23,18.9,987.1,1014.6,1006.8,1010,7.3,,3.8
211,ÀÎÁ¦,2023-06-24,19.9,991.4,1016.5,1011.7,1014.3,11.8,,.8
211,ÀÎÁ¦,2023-06-25,21.4,989.6,1015.6,1009,1012.4,8.5,,4.8
211,ÀÎÁ¦,2023-06-26,24,984.4,1011.2,1004.1,1007.4,0,,9.8
211,ÀÎÁ¦,2023-06-27,22.4,984.6,1009.5,1003.4,1007.3,3.8,,7.6
211,ÀÎÁ¦,2023-06-28,23.7,984.4,1010.1,1004.8,1007.1,6.4,,5.6
211,ÀÎÁ¦,2023-06-29,24.4,979.1,1006.6,998.5,1002,0,,9
211,ÀÎÁ¦,2023-06-30,23.6,978.5,1004.1,999.5,1001.2,4.6,,5.6
211,ÀÎÁ¦,2023-07-01,24,983,1007.6,1003.4,1005.6,9.1,,2.1
211,ÀÎÁ¦,2023-07-02,26.2,985.7,1009.9,1006.4,1008.4,5.4,,6.3
211,ÀÎÁ¦,2023-07-03,26.1,983.6,1009.6,1003.4,1006.1,8.2,,2.8
211,ÀÎÁ¦,2023-07-04,25.6,977.7,1005.5,994.2,1000.2,5.4,,8
211,ÀÎÁ¦,2023-07-05,23.5,970.8,998.8,989.6,993.1,4.8,,5.9
211,ÀÎÁ¦,2023-07-06,24.2,979.2,1004.1,998.7,1001.6,5,,7.9
211,ÀÎÁ¦,2023-07-07,22.5,980.1,1004.9,999.5,1002.7,6.1,,4.5
211,ÀÎÁ¦,2023-07-08,21.8,980.8,1004.9,1001.4,1003.5,8.2,,4.6
211,ÀÎÁ¦,2023-07-09,24.3,980.8,1005.5,1001.4,1003.6,2,,8.3
211,ÀÎÁ¦,2023-07-10,26,981.3,1006.1,1001.8,1003.9,4.9,,6.4
211,ÀÎÁ¦,2023-07-11,24.9,983.2,1007.5,1004.7,1006,1.4,,7.3
211,ÀÎÁ¦,2023-07-12,25.7,982.9,1006.7,1004.2,1005.5,6.2,,8.1
211,ÀÎÁ¦,2023-07-13,27.1,982.3,1007,1003.1,1005,0,,9.9
211,ÀÎÁ¦,2023-07-14,28,975,1003.1,995.9,997.5,0,,9
211,ÀÎÁ¦,2023-07-15,25.8,977.8,1003.9,997.8,1000.4,0,,9.5
211,ÀÎÁ¦,2023-07-16,25.4,984.4,1010.6,1003.7,1007,.6,,9.4
211,ÀÎÁ¦,2023-07-17,26.7,988.9,1013.4,1010,1011.7,.6,,8.8
211,ÀÎÁ¦,2023-07-18,27.1,988.4,1013.5,1008.2,1011.2,0,,8.4
211,ÀÎÁ¦,2023-07-19,24.6,984.9,1009.2,1005,1007.6,10.6,,2.9
211,ÀÎÁ¦,2023-07-20,26.1,986.6,1011.5,1007.1,1009.3,6.7,,2.8
211,ÀÎÁ¦,2023-07-21,27.3,990.1,1014.9,1010.8,1012.9,5.7,,6.3
211,ÀÎÁ¦,2023-07-22,25.4,989.8,1015.2,1009.9,1012.5,8.1,,5.5
211,ÀÎÁ¦,2023-07-23,27.5,985.4,1011.9,1006.7,1008.1,0,,10
211,ÀÎÁ¦,2023-07-24,28.4,985.9,1010.9,1007.1,1008.6,3.2,,7.8
211,ÀÎÁ¦,2023-07-25,28.1,989.6,1014.4,1010.7,1012.3,7.3,,6.3
211,ÀÎÁ¦,2023-07-26,27.8,992.2,1016.6,1013.6,1015,3.9,,8.9
211,ÀÎÁ¦,2023-07-27,27.4,991.7,1016.1,1012,1014.4,8.5,,5.3
211,ÀÎÁ¦,2023-07-28,28.4,991.7,1016.1,1012.2,1014.4,8,,4.1
211,ÀÎÁ¦,2023-07-29,28.5,992.2,1016.2,1012.5,1014.8,7.7,,4.6
211,ÀÎÁ¦,2023-07-30,26.9,990.9,1015.8,1010.9,1013.6,9.6,,5.3
211,ÀÎÁ¦,2023-07-31,28.8,990.4,1015.1,1010.6,1013,4.4,,6.5
211,ÀÎÁ¦,2023-08-01,27.9,988.5,1013.7,1008.5,1011,9.1,,5.8
211,ÀÎÁ¦,2023-08-02,28,985.2,1010.3,1004.9,1007.6,8.7,,7
211,ÀÎÁ¦,2023-08-03,26.5,983.4,1007.9,1004,1005.9,10.3,,4.3
211,ÀÎÁ¦,2023-08-04,27.9,981.9,1006.7,1002.3,1004.3,8.2,,5.9
211,ÀÎÁ¦,2023-08-05,27.2,978.6,1003.3,998.1,1000.9,10.6,,5.1
211,ÀÎÁ¦,2023-08-06,28.7,977.4,1001.7,997.5,999.7,6.9,,7.1
211,ÀÎÁ¦,2023-08-07,25.6,979.6,1004.2,1000.8,1002.1,4.3,,6.4
211,ÀÎÁ¦,2023-08-08,23.2,982.8,1007.8,1003.9,1005.4,10,,5.3
211,ÀÎÁ¦,2023-08-09,22.8,984.2,1007.7,1006.1,1006.9,.3,,9
211,ÀÎÁ¦,2023-08-10,23.5,974.6,1006.4,990.1,997.3,0,,9.5
211,ÀÎÁ¦,2023-08-11,23.6,977.6,1004.7,994,1000.3,.3,,7.6
211,ÀÎÁ¦,2023-08-12,24.8,982.2,1006.3,1003.8,1005,.1,,8.3
211,ÀÎÁ¦,2023-08-13,25.9,983.1,1007.1,1004.1,1005.7,1,,9
211,ÀÎÁ¦,2023-08-14,25.6,984.4,1008.2,1005,1007,9.6,,5.8
211,ÀÎÁ¦,2023-08-15,23.5,983.7,1008.4,1004.2,1006.4,8.2,,6.8
211,ÀÎÁ¦,2023-08-16,24,982.2,1006.4,1002.1,1004.8,8.4,,5
211,ÀÎÁ¦,2023-08-17,25.7,983,1007.1,1003.5,1005.6,7.3,,6.5
211,ÀÎÁ¦,2023-08-18,24.9,984.8,1009.6,1004.9,1007.4,9.8,,4.4
211,ÀÎÁ¦,2023-08-19,26.3,987.6,1012.2,1007.8,1010.2,7.3,,5.5
211,ÀÎÁ¦,2023-08-20,27,988.9,1013.4,1009.4,1011.5,2,,7.1
211,ÀÎÁ¦,2023-08-21,28.6,985.4,1011.8,1005.2,1007.9,7.7,,6.9
211,ÀÎÁ¦,2023-08-22,28.5,982.1,1006.5,1002.7,1004.6,3.3,,7.3
211,ÀÎÁ¦,2023-08-23,27.9,984.1,1010,1004,1006.9,.8,,9
211,ÀÎÁ¦,2023-08-24,25,985.2,1010.2,1006.6,1008.1,.2,,9.8
211,ÀÎÁ¦,2023-08-25,24.8,984.4,1010.1,1005.2,1007.1,7.6,,4.3
211,ÀÎÁ¦,2023-08-26,22.9,987.2,1011.8,1007.9,1010,7.8,,6.3
211,ÀÎÁ¦,2023-08-27,21.7,987.5,1011.6,1008.4,1010.4,3.2,,7.9
211,ÀÎÁ¦,2023-08-28,22.4,987.3,1012.2,1008.5,1010.4,0,,10
211,ÀÎÁ¦,2023-08-29,26,983.3,1008.6,1003.5,1006.1,0,,10
211,ÀÎÁ¦,2023-08-30,23.1,986.7,1011.3,1008.3,1009.7,0,,8.6
211,ÀÎÁ¦,2023-08-31,21.9,988.2,1013.1,1009.9,1011.2,4.4,,6.9
211,ÀÎÁ¦,2023-09-01,19.8,989.6,1014,1010.1,1012.6,7.7,,3.1
211,ÀÎÁ¦,2023-09-02,20.4,990.4,1014.8,1010.8,1013.4,7.7,,5.1
211,ÀÎÁ¦,2023-09-03,23.1,991.2,1015.7,1012.6,1014.2,.9,,7
211,ÀÎÁ¦,2023-09-04,25,990.8,1014.9,1011.7,1013.7,2.5,,9.1
211,ÀÎÁ¦,2023-09-05,24.7,990,1014.6,1010.4,1012.9,5.8,,6.4
211,ÀÎÁ¦,2023-09-06,21.7,991,1016.5,1012.2,1013.9,8.1,,3
211,ÀÎÁ¦,2023-09-07,17.8,993.5,1017.8,1014.8,1016.5,9.6,,1.8
211,ÀÎÁ¦,2023-09-08,18.2,991.2,1018,1010.9,1014.4,9.1,,1.5
211,ÀÎÁ¦,2023-09-09,18.8,989,1014.2,1009,1012,9.4,,2.3
211,ÀÎÁ¦,2023-09-10,20.1,988.3,1013.4,1008.1,1011.2,9.1,,3.8
211,ÀÎÁ¦,2023-09-11,21.7,987.1,1011.6,1007.1,1010,8.3,,5.6
211,ÀÎÁ¦,2023-09-12,20.9,988.6,1013.5,1008.8,1011.6,7.3,,5.4
211,ÀÎÁ¦,2023-09-13,21.1,990.5,1014.8,1012.7,1013.8,0,,10
211,ÀÎÁ¦,2023-09-14,19.8,991.9,1017.8,1012.3,1015.1,.5,,9.5
211,ÀÎÁ¦,2023-09-15,21.5,992.5,1017.7,1014,1015.8,0,,10
211,ÀÎÁ¦,2023-09-16,24.1,989.9,1014.8,1011,1013,.2,,9.9
211,ÀÎÁ¦,2023-09-17,24.2,987.9,1012.4,1008.7,1010.8,4.7,,7.8
211,ÀÎÁ¦,2023-09-18,24.7,989.5,1013.4,1010.9,1012.4,4.6,,7.1
211,ÀÎÁ¦,2023-09-19,22.7,991.3,1015.6,1012.5,1014.3,3.8,,7.9
211,ÀÎÁ¦,2023-09-20,20.5,990,1016,1011.1,1013.3,0,,9.8
211,ÀÎÁ¦,2023-09-21,14.8,990,1016.5,1011.1,1013.4,1.2,,7.3
211,ÀÎÁ¦,2023-09-22,15,993.6,1019.5,1014.2,1017.2,6.9,,2.8
211,ÀÎÁ¦,2023-09-23,16.3,998.6,1024.9,1019.5,1022.3,5.2,,5.1
211,ÀÎÁ¦,2023-09-24,14.1,998.8,1025.1,1020.3,1022.5,8.9,,4.5
211,ÀÎÁ¦,2023-09-25,16.9,994.4,1021.3,1015.1,1017.8,4.6,,9.1
211,ÀÎÁ¦,2023-09-26,20.4,991.1,1017,1012.6,1014.4,0,,7.8
211,ÀÎÁ¦,2023-09-27,21.8,988.6,1013.5,1010.3,1011.8,0,,7.3
211,ÀÎÁ¦,2023-09-28,20.4,990,1015.4,1011.5,1013.1,5.1,,3.9
211,ÀÎÁ¦,2023-09-29,16.5,991.3,1017.6,1012.3,1014.7,5,,8.4
211,ÀÎÁ¦,2023-09-30,16.3,987.7,1013.4,1008.2,1011.2,2.6,,8.5
211,ÀÎÁ¦,2023-10-01,12.7,991,1019.1,1011.2,1014.8,8,,2.1
211,ÀÎÁ¦,2023-10-02,11.4,995.5,1021.9,1016.2,1019.5,7.5,,4.6
211,ÀÎÁ¦,2023-10-03,12.9,995.3,1021.7,1016.7,1019.3,2,,7.6
211,ÀÎÁ¦,2023-10-04,13.7,990.5,1018.7,1011,1014.2,3.8,,6.4
211,ÀÎÁ¦,2023-10-05,8.9,992.1,1019.1,1012.6,1016.1,8.9,,1
211,ÀÎÁ¦,2023-10-06,9.8,996.1,1022.8,1016.9,1020.3,6.7,,4.5
211,ÀÎÁ¦,2023-10-07,11.7,1000.2,1026.9,1021.9,1024.3,6.6,,8
211,ÀÎÁ¦,2023-10-08,12.6,1001.4,1026.7,1023.7,1025.7,.7,,7.1
211,ÀÎÁ¦,2023-10-09,12.7,997.4,1025.6,1018.6,1021.5,.8,,8
211,ÀÎÁ¦,2023-10-10,12.3,998.5,1026.1,1019.6,1022.5,6.4,,3.4
211,ÀÎÁ¦,2023-10-11,10.7,1002.1,1028.9,1023.3,1026.4,8.2,,2.6
211,ÀÎÁ¦,2023-10-12,12.1,1001.4,1029.1,1022,1025.5,6.8,,4.3
211,ÀÎÁ¦,2023-10-13,13,994.9,1024.4,1015.2,1018.8,4.1,,6.5
211,ÀÎÁ¦,2023-10-14,13.1,987.5,1015.3,1008.9,1011.4,.3,,7.4
211,ÀÎÁ¦,2023-10-15,12.3,987.1,1013.5,1008.5,1010.9,1.8,,7.5
211,ÀÎÁ¦,2023-10-16,11.8,991.2,1018.2,1012.6,1015.1,6.7,,4.1
211,ÀÎÁ¦,2023-10-17,9.1,996.1,1023,1017.5,1020.4,6.7,,2.1
211,ÀÎÁ¦,2023-10-18,10.3,995.9,1024,1016.2,1020,7.2,,6.3
211,ÀÎÁ¦,2023-10-19,14.5,991.6,1018.7,1013.7,1015.4,0,,9.8
211,ÀÎÁ¦,2023-10-20,6.8,991.4,1020.5,1012.9,1015.6,8.1,,2
211,ÀÎÁ¦,2023-10-21,6.3,996.1,1023.9,1017.6,1020.8,6.9,,2.6
211,ÀÎÁ¦,2023-10-22,7.8,999.1,1026.2,1020.5,1023.6,8.2,,3.6
211,ÀÎÁ¦,2023-10-23,10.7,999.3,1026.4,1020.5,1023.6,4.3,,5.1
211,ÀÎÁ¦,2023-10-24,11.3,996.8,1023.9,1017.6,1020.9,4.4,,6
211,ÀÎÁ¦,2023-10-25,12.4,994.5,1020.8,1015.4,1018.4,7.4,,4.1
211,ÀÎÁ¦,2023-10-26,13.4,991.8,1018.3,1013.2,1015.7,0,,8.5
211,ÀÎÁ¦,2023-10-27,10.9,992,1019.1,1013,1016.2,.6,,4.3
211,ÀÎÁ¦,2023-10-28,10.1,995.8,1023.3,1016.9,1020.1,4.2,,5.1
211,ÀÎÁ¦,2023-10-29,9.5,998.7,1025.2,1019.9,1023.1,5.8,,1.9
211,ÀÎÁ¦,2023-10-30,9.7,999.2,1025.8,1020.3,1023.5,7,,1.5
211,ÀÎÁ¦,2023-10-31,10.5,998.3,1026,1019.1,1022.6,5.2,,3.4
211,ÀÎÁ¦,2023-11-01,15.3,994,1021.6,1015.1,1017.5,0,,8.3
211,ÀÎÁ¦,2023-11-02,13.4,992.4,1018,1012.6,1015.7,3.5,,4.9
211,ÀÎÁ¦,2023-11-03,14.9,991.5,1017.7,1011.7,1015,2,,8
211,ÀÎÁ¦,2023-11-04,13,999.3,1025.7,1017.7,1023.2,.1,,6.8
211,ÀÎÁ¦,2023-11-05,14.9,994.7,1025.6,1007.8,1018.5,.1,,8
211,ÀÎÁ¦,2023-11-06,12.9,980.2,1010.1,997.7,1003.7,1,,7.6
211,ÀÎÁ¦,2023-11-07,5.5,995.6,1025.8,1009.2,1020.3,6,,1.1
211,ÀÎÁ¦,2023-11-08,6.6,999.2,1027.2,1020.3,1024.1,7.5,,1.3
211,ÀÎÁ¦,2023-11-09,10.2,995.7,1024.3,1016.4,1020.1,3.2,,5
211,ÀÎÁ¦,2023-11-10,4.9,999.4,1029.6,1019.1,1024.2,7.7,,1
211,ÀÎÁ¦,2023-11-11,4.3,1003.2,1031.2,1025.7,1028.6,5.7,,2
211,ÀÎÁ¦,2023-11-12,3.7,1002,1029.3,1024.6,1027.5,7.6,,1.1
211,ÀÎÁ¦,2023-11-13,3.6,1002.5,1029.6,1025.2,1027.9,7.5,,.1
211,ÀÎÁ¦,2023-11-14,4.3,1002.2,1029.2,1024.7,1027.6,7.5,,2.6
211,ÀÎÁ¦,2023-11-15,5.2,1003.7,1031.7,1026.3,1029,7.5,,1.5
211,ÀÎÁ¦,2023-11-16,7,995.5,1029.3,1015.1,1020.5,0,,8.8
211,ÀÎÁ¦,2023-11-17,4.2,987.5,1015.3,1009.2,1012.3,4.4,,3.8
211,ÀÎÁ¦,2023-11-18,3.3,991.7,1020.3,1011.7,1016.9,7.2,,.6
211,ÀÎÁ¦,2023-11-19,6.1,992.4,1020.9,1013.1,1017.2,1,,3.5
211,ÀÎÁ¦,2023-11-20,5.2,999.1,1026.3,1019.5,1024.2,7.4,,.3
211,ÀÎÁ¦,2023-11-21,5,997.9,1026.3,1018.5,1023,7.4,,.1
211,ÀÎÁ¦,2023-11-22,5.8,993,1022.8,1013.2,1017.7,7.3,,3.3
211,ÀÎÁ¦,2023-11-23,7.2,987.8,1016.7,1008,1011.8,7.1,,1.1
211,ÀÎÁ¦,2023-11-24,2.5,1001.6,1033,1016.6,1027.1,6.9,,.5
211,ÀÎÁ¦,2023-11-25,2.6,1007.1,1036.7,1030.2,1033,7.3,,.8
211,ÀÎÁ¦,2023-11-26,3.6,1000.4,1031.3,1020.7,1025.6,.4,,4.6
211,ÀÎÁ¦,2023-11-27,7.3,989.4,1020.7,1011.5,1014.1,0,,6.6
211,ÀÎÁ¦,2023-11-28,3.1,994.4,1023.8,1013.2,1019.5,5,,2.9
211,ÀÎÁ¦,2023-11-29,3,999.1,1027.5,1021.3,1024.5,4.1,,5
211,ÀÎÁ¦,2023-11-30,2,1002.2,1030.4,1025.8,1028.1,7.3,,.4
211,ÀÎÁ¦,2023-12-01,2.4,1000.4,1027.9,1023.5,1026.3,7.2,,0
211,ÀÎÁ¦,2023-12-02,3.6,999.6,1029.1,1020.6,1025.1,2.5,,5.6
211,ÀÎÁ¦,2023-12-03,3.4,1001.3,1028.4,1023.3,1026.9,7.2,,.3
211,ÀÎÁ¦,2023-12-04,3.8,998,1028,1019.7,1023.5,7.2,,.6
211,ÀÎÁ¦,2023-12-05,4.7,994.4,1022.8,1015.7,1019.6,7.2,,.3
211,ÀÎÁ¦,2023-12-06,6.5,986,1018.5,1004.9,1010.7,0,,6.3
211,ÀÎÁ¦,2023-12-07,4.8,989.7,1017,1007.7,1014.3,0,,3.3
211,ÀÎÁ¦,2023-12-08,8.2,989.4,1017.2,1010.2,1013.6,0,,4
211,ÀÎÁ¦,2023-12-09,10.6,993.6,1022.5,1012.5,1017.7,0,,6.3
211,ÀÎÁ¦,2023-12-10,8.7,1000.8,1027.3,1022.4,1025.4,0,,7.6
211,ÀÎÁ¦,2023-12-11,7.9,997.8,1026.3,1019.2,1022.6,0,,7.8
211,ÀÎÁ¦,2023-12-12,6.1,999,1029.1,1019.7,1024.1,0,,4.3
211,ÀÎÁ¦,2023-12-13,6.7,1004.8,1031.2,1027.9,1029.9,0,,5
211,ÀÎÁ¦,2023-12-14,7.3,1002.3,1030.6,1022.4,1027.3,,,9.1
211,ÀÎÁ¦,2023-12-15,6.1,991.7,1022.3,1014,1016.7,,,8.6
211,ÀÎÁ¦,2023-12-16,3.4,993.5,1027.5,1012.7,1019.2,,,7.8
211,ÀÎÁ¦,2023-12-17,1.5,1006.7,1037.3,1027.5,1033.4,7.2,,1.5
211,ÀÎÁ¦,2023-12-18,1.9,1009.3,1039.1,1033.3,1035.9,4.1,,7.6
211,ÀÎÁ¦,2023-12-19,3.1,1003.3,1034.4,1026.1,1029.3,5.1,,7.3
211,ÀÎÁ¦,2023-12-20,2.2,999.7,1027.4,1024,1025.8,4.4,,2.3
211,ÀÎÁ¦,2023-12-21,1.3,1002.8,1031.7,1026.8,1029.5,6.7,,2.1
211,ÀÎÁ¦,2023-12-22,1.3,1009,1039.3,1031.1,1035.8,7.1,,2.9
211,ÀÎÁ¦,2023-12-23,1.8,1011.3,1040.5,1035.4,1038,7.1,,3.6
211,ÀÎÁ¦,2023-12-24,2.8,1005.9,1036.8,1029.3,1032.1,6.1,,2.9
211,ÀÎÁ¦,2023-12-25,4.2,1002.9,1029.8,1027.2,1028.6,1,,4.6
211,ÀÎÁ¦,2023-12-26,4.4,1003.7,1033.3,1026.4,1029.3,2.9,,6
211,ÀÎÁ¦,2023-12-27,4,1006.6,1035.3,1030.4,1032.5,7,,1
211,ÀÎÁ¦,2023-12-28,4,1003.6,1031.3,1026.5,1029.3,5.3,,2
211,ÀÎÁ¦,2023-12-29,,,1031.5,1025.5,,,,
211,ÀÎÁ¦,2023-12-30,5.3,994.6,1026.7,1013.8,1020,0,,7.1
211,ÀÎÁ¦,2023-12-31,6.1,993.6,1028.1,1011.3,1018.6,1,,6.1
212,È«Ãµ,2023-01-01,2.8,1012.9,1033.1,1028.9,1030.9,5.7,,2
212,È«Ãµ,2023-01-02,2,1014.4,1035,1029.8,1032.8,5.8,,0
212,È«Ãµ,2023-01-03,1.9,1013.3,1034.4,1028.3,1031.7,5.9,,0
212,È«Ãµ,2023-01-04,2,1013.8,1034.3,1029.8,1032.2,5.9,,0
212,È«Ãµ,2023-01-05,2.5,1014,1035,1029.5,1032.3,5.8,,1
212,È«Ãµ,2023-01-06,3.5,1006.2,1031.7,1015.9,1024.1,5.8,,4.9
212,È«Ãµ,2023-01-07,5.4,1002.5,1025.2,1015.2,1020.1,0,,4.9
212,È«Ãµ,2023-01-08,4.8,1008.5,1028.9,1024.8,1026.4,3.8,,2
212,È«Ãµ,2023-01-09,4.6,1007.5,1029.7,1021.8,1025.2,5.6,,1.3
212,È«Ãµ,2023-01-10,3.7,1012.2,1033.2,1027.3,1030.1,6,,1.6
212,È«Ãµ,2023-01-11,3.8,1009.7,1030.3,1025.1,1027.6,6,,2.1
212,È«Ãµ,2023-01-12,4,1007,1028.3,1021.4,1024.7,6,,3.6
212,È«Ãµ,2023-01-13,7.1,996.1,1021.4,1009.8,1013.5,0,,6.5
212,È«Ãµ,2023-01-14,7.2,998.3,1019.3,1012.9,1015.6,0,,7.4
212,È«Ãµ,2023-01-15,5.9,1000.8,1020.7,1016.2,1018.4,0,,
212,È«Ãµ,2023-01-16,3.7,1007.6,1028.5,1020.7,1025.6,.5,,5.1
212,È«Ãµ,2023-01-17,3.4,1010,1030.2,1026.1,1028.2,.3,,7.4
212,È«Ãµ,2023-01-18,3.5,1009.3,1029.1,1025.4,1027.3,6.1,,3
212,È«Ãµ,2023-01-19,3.6,1007.1,1029.5,1021,1025.1,4.7,,3.5
212,È«Ãµ,2023-01-20,2.6,1009.2,1032.9,1020.6,1027.3,6.3,,1.9
212,È«Ãµ,2023-01-21,2,1014.1,1034.5,1030.3,1032.5,6.4,,2.4
212,È«Ãµ,2023-01-22,3.3,1010.2,1032.3,1025.5,1028.3,.4,,7.6
212,È«Ãµ,2023-01-23,3.5,1005.8,1027.1,1019.9,1023.6,6,,4.3
212,È«Ãµ,2023-01-24,1,1009.8,1033.7,1023.5,1028.5,6.8,,1.5
212,È«Ãµ,2023-01-25,1.1,1013.2,1035.8,1028.4,1032,7,,3.3
212,È«Ãµ,2023-01-26,2.7,1007.4,1028.9,1023.5,1025.7,0,,7.8
212,È«Ãµ,2023-01-27,1.9,1004.6,1024.6,1020.1,1022.9,6.8,,1.3
212,È«Ãµ,2023-01-28,1.8,1004.9,1026.1,1019.8,1023.2,6.6,,0
212,È«Ãµ,2023-01-29,3.2,1002.4,1024.2,1016,1020.4,4.9,,1.9
212,È«Ãµ,2023-01-30,2.7,1006,1026.8,1020.2,1024.1,7.4,,0
212,È«Ãµ,2023-01-31,3.9,1001.8,1025.2,1015,1019.6,5.8,,1.8
212,È«Ãµ,2023-02-01,3.8,1001.9,1026.1,1014.5,1019.5,7.4,,1.4
212,È«Ãµ,2023-02-02,2.8,1009.6,1030.3,1025.2,1027.7,5.7,,4.8
212,È«Ãµ,2023-02-03,2.6,1006.3,1026.8,1021.2,1024.2,6.5,,
212,È«Ãµ,2023-02-04,2.7,1007.9,1028,1023.7,1025.9,7.6,,0
212,È«Ãµ,2023-02-05,3.5,1008.5,1029.1,1023.8,1026.5,5.1,,.3
212,È«Ãµ,2023-02-06,4,1006.4,1027.7,1021.1,1024.2,5.6,,3.4
212,È«Ãµ,2023-02-07,4.2,1005.2,1024.6,1020.4,1023,2,,3
212,È«Ãµ,2023-02-08,3.7,1009.4,1030.3,1024,1027.2,7.6,,0
212,È«Ãµ,2023-02-09,3.9,1011,1033.2,1024.7,1028.8,6.9,,4.9
212,È«Ãµ,2023-02-10,5.9,1004.2,1024.7,1019.2,1021.7,1.7,,5.8
212,È«Ãµ,2023-02-11,4.9,1007.2,1026.9,1022.9,1024.9,3,,3.3
212,È«Ãµ,2023-02-12,5.1,1005.8,1027.6,1019.7,1023.4,2.2,,7.1
212,È«Ãµ,2023-02-13,5.8,1002.4,1021.1,1017.4,1019.8,0,,8.6
212,È«Ãµ,2023-02-14,4.2,1006.3,1028,1020.9,1024,3.5,,3.1
212,È«Ãµ,2023-02-15,3.7,1012.7,1033,1027.9,1030.5,5.9,,4.8
212,È«Ãµ,2023-02-16,4.4,1013.5,1033,1029.5,1031.3,.1,,4
212,È«Ãµ,2023-02-17,4.2,1011.1,1031.7,1025.7,1028.9,7,,7
212,È«Ãµ,2023-02-18,4.8,1003.9,1027.6,1017.1,1021.4,0,,8.4
212,È«Ãµ,2023-02-19,4.1,1001.2,1023.8,1015.8,1018.6,4.6,,10
212,È«Ãµ,2023-02-20,2.2,1008.5,1032,1023.6,1026.3,7.9,,.1
212,È«Ãµ,2023-02-21,2.2,1017.2,1037.3,1031.9,1035.2,8,,0
212,È«Ãµ,2023-02-22,2.8,1013,1036.4,1026.2,1030.9,8.2,,3.9
212,È«Ãµ,2023-02-23,3.7,1006.9,1027.7,1021,1024.5,8.1,,2.1
212,È«Ãµ,2023-02-24,3.4,1007,1027.9,1022,1024.5,8.2,,1.9
212,È«Ãµ,2023-02-25,2.7,1014.1,1035.9,1027.9,1032,8.4,,.8
212,È«Ãµ,2023-02-26,2.8,1019.3,1039.9,1034.3,1037.3,8.6,,0
212,È«Ãµ,2023-02-27,3.3,1017,1039,1030.9,1034.7,8.7,,0
212,È«Ãµ,2023-02-28,4,1010.2,1032.3,1023.6,1027.8,8.7,,1.8
212,È«Ãµ,2023-03-01,4.4,1004.7,1026.2,1018.6,1022.1,.8,,4.9
212,È«Ãµ,2023-03-02,2,1009.5,1029.4,1023.7,1027.2,8.9,,0
212,È«Ãµ,2023-03-03,4.2,1011,1031.1,1025,1028.6,8,,1.3
212,È«Ãµ,2023-03-04,5,1012.2,1032,1026.6,1029.7,8.6,,2.6
